id,job industry,title,company,location,type,description
653,Education,High School Teaching Staff - Pharo School Assosa,The Pharo Foundation,Benishangul Gumuz,Office,"About Pharo FoundationPharo Foundation is a mission-driven, values-led organization working to build a self-reliant, inclusive, and thriving Africa. Operating across Ethiopia, Kenya, Rwanda, and Somaliland, we focus on delivering high-impact, sustainable solutions in education, water access, and economic empowerment. We are reshaping futures—one child, one family, one community at a time.Pharo Foundation is launching a new, high-quality school in Assosa, and we are looking for passionate, nurturing, and skilled...."
654,Education,"Primary School Principal – Pharo School, Assosa",The Pharo Foundation,Benishangul Gumuz,Office,"About Pharo FoundationPharo Foundation is a mission-driven, values-led organization working to build a self-reliant, inclusive, and thriving Africa. Operating across Ethiopia, Kenya, Rwanda, and Somaliland, we focus on delivering high-impact, sustainable solutions in education, water access, and economic empowerment. We are reshaping futures—one child, one family, one community at a time.We are seeking an experienced and visionary School Principal to lead Pharo School in Assosa, Ethiopia. This is a unique opport..."
655,Education,Primary School Deputy Principal - Pharo School Assosa,The Pharo Foundation,Benishangul Gumuz,Office,"About Pharo FoundationPharo Foundation is a mission-driven, values-led organization working to build a self-reliant, inclusive, and thriving Africa. Operating across Ethiopia, Kenya, Rwanda, and Somaliland, we focus on delivering high-impact, sustainable solutions in education, water access, and economic empowerment. We are reshaping futures—one child, one family, one community at a time.We are now hiring a dynamic and committed Deputy Principal to support the School Principal in delivering our mission and leadi..."
656,Accounting and Finance,Administrative Services Coordinator,GHION FASHION,Oromia,Office,"Job Summary:-The Administrative Services Coordinator is responsible for scheduling, communication, record keeping, and facilitating communication between departments and external participants to ensure smooth daily operations.Details of duties and responsibilities:-Maintaining and updating office records and databases, ensuring accuracy.Organize and maintain digital and physical filing systems.Serve as the first point of contact for visitors, calls, and emails.Handling incoming and outgoing communications, inclu..."
657,FMCG and Manufacturing,Garment Technical & Production Lead,GHION FASHION,Oromia,Office,"Job Summary:-The Garment Technical &amp; Production Lead is responsible for overseeing both garment technical development and production management. This dual-focus role ensures garments meet technical specifications while optimizing production efficiency, quality, and cost-effectiveness throughout the manufacturing processDetails of duties and responsibilities:-Making sure that products are produced on time and are of good quality.Working out the human and material resources neededImplement lean manufacturing p..."
658,Management,Operational and Human Resource Manager,GHION FASHION,Oromia,Office,"Job Summary:-The Operational and Human Resource (HR) Manager is responsible for overseeing both production operations and workforce management to ensure efficiency, productivity, and compliance with Ethiopian labor laws. This role requires a blend of operational expertise and HR skills to manage factory workflows, employee relations, recruitment, and compliance.Details of duties and responsibilities:-Manage daily operations of garment production and manufacturingEnsure smooth production flow, Monitor daily produ..."
659,Sales and Marketing,Sales and Marketing,GHION FASHION,Oromia,Office,"Job Summary:-The Sales and Marketing is responsible to help and take our company to the next level. In this position, you will plan and implement our sales, marketing, and advertising activities. He/she will assist in developing and executing strategies to drive brand awareness, generate leads, and increase revenue. The candidate needs to be creative, and skilled at converting marketing efforts into sales success.Details of duties and responsibilities:-Develop and implement effective sales and marketing strategi..."
660,Social Sciences and Com...,Marketing officer,Infinite Business Solution PLC,Addis Ababa,Office,"BackgroundInfinite Business Solutions (IBS) PLC is a leading technology consulting firm specializing in Enterprise Resource Planning (ERP), Software Development and Consulting Services. Our team of experts helps businesses optimize their operations and achieve digital transformation through cutting-edge ERP implementations.Our team of experienced professionals have a massive year of extensive experience in the manufacturing, construction, brewing, retail and other industries and are able to provide tailored solu..."
661,Accounting and Finance,Senior Accountant,Centerpoint Addis Furnished Apartment Building,Addis Ababa,Office,"Job briefWe are looking for an experienced Senior Accountant to oversee general accounting operations by controlling and verifying our financial transactions.Senior Accountant responsibilities include reconciling account balances and bank statements, maintaining general ledger and preparing month-end close procedures. A successful Senior Accountant combines excellent analytical skills with a thorough knowledge of accounting principles to analyze financial reports and forecasts. The ideal candidate has also exper..."
662,Sales and Marketing,Receptionist,Centerpoint Addis Furnished Apartment Building,Addis Ababa,Office,"Receptionist Job Purpose:Directing visitors to a business site to a proper department/office location. Answering phone calls, letters, and emails and/or directing these communications to the correct department/staff person. Making clients and visitors to the site feel welcomed and answering all of their questions.Receptionist Job Duties:Completing administrative tasks like filing and delivering and accepting mailCleaning, organizing, and maintaining the reception areaSupervising and leading cleaners.Keeping basi..."
